"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000113580",4357.12240982062,0.649936280694982,0.0403029446478006,16.126272816407,1.66787062898704e-58,9.10479117710851e-58,"NR3C1"
"ENSG00000168348",28.7381022644668,0.649404284889689,0.187204599923952,3.46895474338502,0.000522487460568067,0.000818001414563246,"INSM2"
"ENSG00000169083",1583.85846501579,0.644514859499855,0.110757652258164,5.81914519095766,5.91493387823671e-09,1.18223732438454e-08,"AR"
"ENSG00000175105",815.227123767805,0.643775347475786,0.060755645479395,10.5961403651636,3.10532876059021e-26,9.94810672234471e-26,"ZNF654"
"ENSG00000187079",5603.30189612166,0.641246481392361,0.0564515155128189,11.3592429816476,6.67202777450773e-30,2.29993918412461e-29,"TEAD1"
"ENSG00000100625",244.854969714728,0.637877681712958,0.126775374280492,5.03155826068907,4.86509214788137e-07,8.96127317327664e-07,"SIX4"
"ENSG00000118217",4019.17153180245,0.636824119109758,0.034162875082286,18.6408233374937,1.49915562873637e-77,1.05229306362579e-76,"ATF6"
"ENSG00000181894",1071.81506207437,0.635464126797756,0.0787735841748682,8.06696982819901,7.20643489121056e-16,1.80645881919605e-15,"ZNF329"
"ENSG00000256683",635.598494984645,0.623785719850994,0.0434539443746049,14.3551000680975,9.8982553605781e-47,4.55380878374717e-46,"ZNF350"
"ENSG00000170581",7127.41582709448,0.617779924172019,0.0655068407685933,9.43076962533367,4.07090859524076e-21,1.16578093650031e-20,"STAT2"
"ENSG00000090612",1627.71989231908,0.613051591100975,0.0517762485546676,11.8404018872416,2.41293933192651e-32,8.71485441943075e-32,"ZNF268"
"ENSG00000184635",554.931307736398,0.611485815849162,0.0757905841472356,8.06809741248663,7.14020699822364e-16,1.79010826972714e-15,"ZNF93"
"ENSG00000112365",605.818802076469,0.609811430893631,0.0435686345511917,13.9965697152414,1.63577644052541e-44,7.26509056071047e-44,"ZBTB24"
"ENSG00000147862",8838.54989330792,0.592660525496471,0.0821710958955971,7.21251821016819,5.49264823107387e-13,1.26423781317233e-12,"NFIB"
"ENSG00000102145",6.01123795904085,0.58225152623909,0.153903406076096,3.78322703235821,0.000154808086586959,0.000250845224048487,"GATA1"
"ENSG00000170448",505.519512262496,0.574722861281638,0.0344789345566464,16.6688115126472,2.20944011265287e-62,1.27065313105323e-61,"NFXL1"
"ENSG00000125846",1216.85733913977,0.573779343830673,0.0480504035762391,11.9411971830848,7.21767702536935e-33,2.63037908254848e-32,"ZNF133"
"ENSG00000135164",4330.35133741786,0.56710272737653,0.057088872242845,9.93368243401595,2.97077238474484e-23,8.91980104592759e-23,"DMTF1"
"ENSG00000171940",1608.63657272968,0.548953540046563,0.0789586363215151,6.95241921113297,3.59074477500497e-12,8.04284841355675e-12,"ZNF217"
"ENSG00000148200",238.262853185335,0.542484010762555,0.0861661859638128,6.29578766536541,3.05842796083632e-10,6.41340756349435e-10,"NR6A1"
"ENSG00000138378",67.8142314940991,0.539663220465032,0.124036025987016,4.35085868134411,1.35605432893339e-05,2.32946697450559e-05,"STAT4"
"ENSG00000180257",315.30046786257,0.538453662319031,0.070672937900537,7.6189511617139,2.55745195263787e-14,6.13335619870235e-14,"ZNF816"
"ENSG00000144218",1050.72370850795,0.527903865776592,0.109607730920839,4.81630138076534,1.46243590814394e-06,2.6339463211455e-06,"AFF3"
"ENSG00000149050",151.985963522079,0.527436590912146,0.122855511310688,4.29314554377881,1.76159446464171e-05,3.00723653690857e-05,"ZNF214"
"ENSG00000165730",470.097827593133,0.526227892200932,0.124645053883241,4.22181126171173,2.42347000531699e-05,4.10706490979434e-05,"STOX1"
"ENSG00000182983",680.03309310166,0.525654461949102,0.0956238497739629,5.49710624694208,3.8607411105973e-08,7.45649941396383e-08,"ZNF662"
"ENSG00000052850",91.2084836660297,0.519548261078646,0.155237498422451,3.34679614370485,0.000817513056271839,0.00126336930963187,"ALX4"
"ENSG00000148516",7811.3819060288,0.519517022751089,0.0738818316755594,7.03172905935071,2.03989633470245e-12,4.60548072130962e-12,"ZEB1"
"ENSG00000186446",610.454699700054,0.505155787931142,0.0624552047743842,8.08828967507173,6.05083621784693e-16,1.52033425329337e-15,"ZNF501"
"ENSG00000170802",1872.78308179819,0.504821487301623,0.0586262934306341,8.61083752290978,7.25287240484829e-18,1.91192646496428e-17,"FOXN2"
"ENSG00000114861",811.04580122338,0.504614170878467,0.0814743479072345,6.19353433123532,5.8829867260283e-10,1.22141489592305e-09,"FOXP1"
"ENSG00000068305",3024.00110053124,0.503585518437142,0.0470490414392138,10.7034171798752,9.80926535364502e-27,3.17737732804323e-26,"MEF2A"
"ENSG00000119042",1898.60545940543,0.503246420368173,0.0835389487745031,6.02409328523617,1.70060265707487e-09,3.46951663850103e-09,"SATB2"
"ENSG00000106006",46.2430435457769,0.502985583307999,0.1640699426842,3.06567781446806,0.00217177198175733,0.00325638295973086,"HOXA6"
"ENSG00000169554",7631.77304329571,0.50109034968538,0.0617353842175851,8.11674465196972,4.78854837637243e-16,1.20656301615315e-15,"ZEB2"
"ENSG00000143437",2421.95197660579,0.500642207059434,0.0488423841802156,10.2501590670143,1.18148942021442e-24,3.66077432488621e-24,"ARNT"
"ENSG00000029153",948.014570963576,0.498134248411762,0.0852214175945023,5.84517674631943,5.06030687339889e-09,1.01455832996103e-08,"BMAL2"
"ENSG00000196652",2088.86650280781,0.496290331076569,0.0362067651539887,13.7071160311016,9.20442373161688e-43,3.97447920796667e-42,"ZKSCAN5"
"ENSG00000162419",852.507852476324,0.484274035167561,0.0416012175417211,11.6408620656809,2.55420775631805e-31,9.04777615760929e-31,"GMEB1"
"ENSG00000048405",1261.20150690838,0.481734348526969,0.0465338310030258,10.3523466291792,4.08352166870008e-25,1.27854991931734e-24,"ZNF800"
"ENSG00000198093",1061.74670368572,0.468075835359848,0.081951808571036,5.71159860314881,1.11919819307936e-08,2.2125719088691e-08,"ZNF649"
"ENSG00000109320",2121.80857979794,0.466369196309815,0.0500371412795704,9.3204604496506,1.1583649925096e-20,3.28093303803654e-20,"NFKB1"
"ENSG00000172466",6317.6331996181,0.46510715664675,0.041341657675358,11.250326735785,2.30735733765992e-29,7.87231574097025e-29,"ZNF24"
"ENSG00000165891",559.050544118549,0.464401656953643,0.111814917494336,4.1533067980591,3.27704904872211e-05,5.51494347910767e-05,"E2F7"
"ENSG00000189042",536.896465117176,0.458604023873734,0.0461575384165323,9.93562567689863,2.91341143672301e-23,8.75051290794658e-23,"ZNF567"
"ENSG00000075426",5506.50464960729,0.454750637391924,0.0996835251378257,4.56194377920695,5.06822197239875e-06,8.89143717348013e-06,"FOSL2"
"ENSG00000128573",227.92358895217,0.452678357864259,0.171632046464757,2.6374932140497,0.00835212966001922,0.0119605404690004,"FOXP2"
"ENSG00000019485",724.457061964858,0.45263530799458,0.0658195071214144,6.87691731206105,6.11615863235019e-12,1.36096773052097e-11,"PRDM11"
"ENSG00000198046",736.527774145808,0.447991811259809,0.0622522111694052,7.19639998072841,6.1823099995284e-13,1.42072074431084e-12,"ZNF667"
"ENSG00000006194",1956.23889292767,0.446392119130443,0.0404660620599266,11.0312715497094,2.70019994635463e-28,9.03446811745378e-28,"ZNF263"
"ENSG00000074657",7222.54779563679,0.440238331132971,0.0508606982150106,8.65576656600132,4.89609781450058e-18,1.29658475377931e-17,"ZNF532"
"ENSG00000118260",2701.94547059956,0.440159888126839,0.0334789895577079,13.1473468566945,1.76250962770939e-39,7.19574038003849e-39,"CREB1"
"ENSG00000105497",832.192927863133,0.440135387642781,0.0445304508548874,9.88391941229299,4.88827031029105e-23,1.45978557807433e-22,"ZNF175"
"ENSG00000196132",1101.27055109227,0.41852833719101,0.195836123381272,2.13713552926177,0.0325869699107075,0.0442361312121206,"MYT1"
"ENSG00000077092",548.217464498094,0.415816135047856,0.0957307569593987,4.3436001997165,1.40166502096913e-05,2.40566085550907e-05,"RARB"
"ENSG00000116833",161.901636739295,0.413246997544475,0.0942107186077313,4.3864116912761,1.15235918543089e-05,1.98559554571273e-05,"NR5A2"
"ENSG00000143390",2395.2621295162,0.410440320818299,0.0396814036802713,10.3433921875692,4.48379169173485e-25,1.40289163221623e-24,"RFX5"
"ENSG00000151090",861.858495620983,0.404072057598967,0.0898803086320063,4.4956683365802,6.93517658055679e-06,1.20880459108116e-05,"THRB"
"ENSG00000152926",1576.05980419973,0.395370021291333,0.0852869991477184,4.63575955587963,3.55629164478735e-06,6.28731074517997e-06,"ZNF117"
"ENSG00000165462",5.08431427789863,0.391825781069868,0.161672321326932,2.42357985494327,0.0153683740341012,0.021524713347913,"PHOX2A"
"ENSG00000081189",3231.04705503328,0.38695551352875,0.0655032806905305,5.9074218794768,3.47503024361216e-09,7.0064949470281e-09,"MEF2C"
"ENSG00000168610",13723.7888237624,0.385267199569964,0.0453329711269307,8.49860906957168,1.91875911157654e-17,5.01001539313063e-17,"STAT3"
"ENSG00000117036",1427.39843111327,0.381886509974347,0.0532794810540403,7.16760941396948,7.63186684997718e-13,1.74873989247523e-12,"ETV3"
"ENSG00000149054",24.4878517168259,0.378390319412568,0.135484981900628,2.79285802828022,0.00522446161987348,0.00760734035185682,"ZNF215"
"ENSG00000221818",95.9278603770389,0.378043607003927,0.150117755695274,2.51831374145589,0.0117918232235078,0.0166748219460456,"EBF2"
"ENSG00000164330",425.678663637164,0.377836545938333,0.107383804841161,3.51856172816019,0.000433892860850596,0.000683167264527386,"EBF1"
"ENSG00000197114",211.507041394416,0.377322991931177,0.0646976788721079,5.83209472904053,5.47358274856808e-09,1.09524748969072e-08,"ZGPAT"
"ENSG00000144852",18.5370616614722,0.376112675323585,0.102773366392408,3.65963175602829,0.000252577950998938,0.000403971068881644,"NR1I2"
